meses_antiguedad,FacturaMes,FacturaTotal,missing_count,Genero,Mayor65,Conyuge,PersCargo,Telf_serv,VariasLineas,Seguridad,CopiaSeguridad,Antivirus_disp,Soporte_tecnico,TV_streaming,Peliculas,Fact_sinPapel,Fuga,Int_serv_Fiber optic,Int_serv_No,Contrato_One year,Contrato_Two year,MetodoPago_Credit card (automatic),MetodoPago_Electronic check,MetodoPago_Mailed check
-1.24055924470697,-1.476376850815495,-0.9791029606555176,0.8490184376773955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1
-0.6257819909414556,0.40894376129759213,-0.418004451076319,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0
0.15293586382819593,1.343217409826942,0.6287967491566377,0.8490184376773955,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,1,0,0
-1.281544394958004,0.35023715860723803,-0.9647786379147064,0.8490184376773955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0
1.6284012728654305,1.3247667632671167,2.320678042988495,-0.7052725206354734,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0
-0.8716928924476613,-0.2413897633406649,-0.7324332673561263,0.8490184376773955,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0
0.5627873663385389,1.2006442318646535,1.1006386159564219,-0.7052725206354734,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,1,0,0,1,0
-0.9946483432007641,-0.337468758622625,-0.7881193479032241,0.8490184376773955,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0
-0.5847968406904213,-1.3354810043586454,-0.7897747010704981,-0.7052725206354734,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,1,0,0
1.5464309723633618,0.36533314215618584,1.4025308909160739,-0.7052725206354734,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0
-0.9126780426986956,0.014770857519500075,-0.6952209281558066,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1
-1.0356334934517986,-0.6897083747647499,-0.8749481393706368,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
1.5874161226143961,1.328121426277994,2.274703367689405,0.8490184376773955,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0
0.39884676533440167,0.06844546569353796,0.2217122982606132,0.8490184376773955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0
0.439831915585436,0.4491997174281203,0.48793723030940134,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0
1.6284012728654305,1.6837157054309964,2.680993249065138,0.8490184376773955,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,1,0,0
-1.1585889442049013,-1.4864408398481275,-0.960540933806485,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
-0.4208562396862841,0.6655754816297114,-0.17870659721518803,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,1
-0.6667671411924898,0.274757240862497,-0.47064468179563257,0.8490184376773955,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0
0.6447576668406074,-1.5065688179133918,-0.6079065664259935,-0.7052725206354734,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1
-1.0356334934517986,1.0647803799241198,-0.7154603795476768,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0
-0.011004737175941214,1.1771615907885118,0.4167791154921826,-0.7052725206354734,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0
-0.9126780426986956,1.2006442318646535,-0.5278757586321859,-0.7052725206354734,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0
-1.1585889442049013,0.33178651204741205,-0.8807087683927505,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0
-0.5028265401883527,-0.48507393110122965,-0.5550676933266071,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
1.4644606718612931,-1.3522543194130323,-0.33620793323741927,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0
1.6284012728654305,0.01141619450862241,1.091147924464051,-0.7052725206354734,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0
-0.011004737175941214,0.6890581227058531,0.1684319976499538,-0.7052725206354734,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,1,0
-0.6257819909414556,-1.320385020809697,-0.8288631071937284,-0.7052725206354734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
0.39884676533440167,-0.290997777112109,0.07111930278980554,0.8490184376773955,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
-0.4618413899373184,-1.4981821603861982,-0.8432977868123578,-0.7052725206354734,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1
1.5874161226143961,1.5025639028436177,2.404549270130378,-0.7052725206354734,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,1,0,1,0
0.5218022160875045,1.1486469551960543,0.9999710720105983,-0.7052725206354734,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,1,0,0,0,0
0.23490616433026454,0.05670414515546732,0.11561519592613101,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
0.5218022160875045,1.202321563370092,0.9814973306638203,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,1,0,0,1,0
-0.830707742196627,0.4827463475368941,-0.6108199880003957,-0.7052725206354734,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,0,1,0
-0.9126780426986956,-1.3405129988749613,-0.8785899163386396,0.8490184376773955,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1
2.029516474994868,1.4203746590771218,2.3672486454278037,0.8490184376773955,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,1,0
-0.011004737175941214,0.5330662927000548,0.1481704748825199,0.8490184376773955,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0
1.0955943196019846,0.7075087692656786,1.246662836685553,0.8490184376773955,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,1,0,0,1,0
1.6284012728654305,-1.3656729714565417,-0.25657441020375754,-0.7052725206354734,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0
-1.1995740944559357,0.7997620020648065,-0.8770007772980566,0.8490184376773955,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0
-1.281544394958004,0.42571707635197903,-0.963785426014342,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0
0.3168764648323331,-0.08586903280682154,0.1706612065818827,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
0.48081706583647027,-1.3287716783368906,-0.5504106330826762,-0.7052725206354734,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0
-1.0766186437028327,-0.035549087643660854,-0.8438716425770127,-0.7052725206354734,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,1
-1.281544394958004,0.517970309151107,-0.962571500358341,0.8490184376773955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,1
1.5054458221123275,0.5716449173251449,1.4535157684681135,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,1,1,0,0
-0.33888593918421556,0.4743596900097007,-0.18267944481664566,-0.7052725206354734,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0
0.8906685683468132,1.0161377662663977,1.263039797353784,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,0,0,0,0
-1.117603793953867,-0.20300724840644083,-0.8521042656622555,2.4033093959902643,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0
0.07096556332612737,-1.4797315138263727,-0.700672557920029,0.8490184376773955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1
-0.21593048843111265,-0.1680582765733172,-0.286414909965817,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
-0.4208562396862841,-0.03051709312734483,-0.38787702343193203,2.4033093959902643,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0
0.07096556332612737,-1.4646355302774245,-0.7171378040905144,0.8490184376773955,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1
-0.9946483432007641,-0.7048043583136979,-0.8453283533642139,-0.7052725206354734,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1
1.5054458221123275,0.03130276427789078,1.022969445347925,0.8490184376773955,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1
0.7570603624862506,0.5011969940967201,0.8731268766462816,0.8490184376773955,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
-1.281544394958004,-0.8138309061672128,-0.9800961725558821,-0.7052725206354734,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0
1.423475521610259,1.3817960344520321,1.9676243194722933,0.8490184376773955,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,0
-0.25691563868214695,0.761183377439717,0.00600874487702779,0.8490184376773955,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,1,0,0
-1.1585889442049013,0.1908906655905625,-0.8793844858589313,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0
1.3824903713592247,1.2727694865985173,1.8590110803235549,-0.7052725206354734,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,0
1.423475521610259,1.5629478370394103,2.233871322896646,-0.7052725206354734,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,1,0
1.6284012728654305,1.2224495414353567,2.2947883194523295,0.8490184376773955,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,1,0,1,0
0.3578616150833674,1.3415400783215035,0.8394018147850193,-0.7052725206354734,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,1,0,0,0,0
-0.9946483432007641,-1.4998594918916368,-0.9338345693744643,-0.7052725206354734,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,0,1
-1.281544394958004,-0.20316241410037567,-0.9763219673344973,0.8490184376773955,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
0.3168764648323331,0.6504794980807631,0.5613907681852401,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0
-1.1585889442049013,-0.5270072187371969,-0.9184508206065979,0.8490184376773955,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
-0.6667671411924898,0.5196476406565456,-0.43813354559037093,0.8490184376773955,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0
1.136579469853019,-1.4596035357611084,-0.436985834061061,-0.7052725206354734,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0
0.11195071357716166,0.6940901172221694,0.3399486571551048,-0.7052725206354734,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0,0,1,0
-1.117603793953867,1.0614257169132422,-0.7976983248978496,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0
0.6037725165895731,-0.022130435600151384,0.3296413247668787,-0.7052725206354734,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
-0.9126780426986956,-0.0332458486069828,-0.6159626185067271,0.8490184376773955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,1,0,0
0.11195071357716166,0.26133858881898725,0.1359870755713832,-0.7052725206354734,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0
1.6284012728654305,0.036576167090202755,1.1242991305606582,-0.7052725206354734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0
1.4644606718612931,-0.6544844131505372,0.36411681339730534,-0.7052725206354734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0
-0.6257819909414556,0.9423351800270952,-0.2850685560564341,0.8490184376773955,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,1,0
0.11195071357716166,1.1670976017558796,0.5612804113074219,-0.7052725206354734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,1,0,0,1,0
-0.4618413899373184,0.7242820843200656,-0.19492905825447335,-0.7052725206354734,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,1,0
-1.117603793953867,1.0748443689567517,-0.780416437831509,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0
-0.830707742196627,1.0597483854078036,-0.4910386328164484,0.8490184376773955,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1,0,0,1,0
-0.9126780426986956,1.143614960679738,-0.5526398420146053,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,1,0
1.5054458221123275,-1.2901930537118007,-0.2047949631314265,0.8490184376773955,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0
0.3168764648323331,-0.2636661723833226,0.05235863356070008,0.8490184376773955,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
1.136579469853019,-1.3522543194130323,-0.33309586928294405,-0.7052725206354734,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
-0.9536631929497299,1.019492429277275,-0.6047062169692637,-0.7052725206354734,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,1
1.013624019099916,-1.4663128617828631,-0.5039724588967494,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1
-0.0929750376780098,-0.9153317236356824,-0.6835893132337612,0.8490184376773955,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1
1.300520070857156,-1.4897955028590049,-0.46898932862835857,0.8490184376773955,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0,0,0
0.8496834180957789,1.0832310264839453,1.3004728503097405,-0.7052725206354734,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,1
0.23490616433026454,1.0127831032555203,0.6020241705979262,-0.7052725206354734,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,1,0
-1.24055924470697,0.7108634322765564,-0.9177224652129973,-0.7052725206354734,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,1,0
-1.0766186437028327,0.8333086321735803,-0.7428730279977345,0.8490184376773955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,1,0
